,EWMA(0.94),GARCH11_h1,EGARCH11_h1,GJR11_h1,HAR_RV_h1,realized_vol,realized_var
2013-04-15,0.09895902154102287,,,,0.09663631008974942,0.1262603976152524,6.326066669032396e-05
2013-04-16,0.13235260779261906,,,,0.13006151815939976,0.1363284205550844,7.375173909144426e-05
2013-04-17,0.14040433886480802,,,,0.1403920585984162,0.14487952917696056,8.32939602164197e-05
2013-04-18,0.14767045979133747,,,,0.1490209943863024,0.14633074442188898,8.497097921850872e-05
2013-04-19,0.14523482808889723,,,,0.14978724282167707,0.1474809887933633,8.631207164868314e-05
2013-04-22,0.1447770245122518,,,,0.1502275277722147,0.1448787873290378,8.329310721401809e-05
2013-04-23,0.1414187084619203,,,,0.14703299254024682,0.14654061966366816,8.521489369607876e-05
2013-04-24,0.14279309869212542,,,,0.14864107385075911,0.1454786502418849,8.398427649285979e-05
2013-04-25,0.13846493098630683,,,,0.14739058068416905,0.14369688549997747,8.193966231108585e-05
2013-04-26,0.13516558255167838,,,,0.1453951608757565,0.14393656816999806,8.221323673236706e-05
2013-04-29,0.13122814502535127,,,,0.14559065751145894,0.14524636608214844,8.371629706376777e-05
2013-04-30,0.12985223698623957,,,,0.14690301475659243,0.14428757759769983,8.26147025754454e-05
2013-05-01,0.12623676223182742,,,,0.14574238591100422,0.14750087038642176,8.633534430457139e-05
2013-05-02,0.12709113935923144,,,,0.14910754563514872,0.14519576145940372,8.365797280069865e-05
2013-05-03,0.1283554414865319,,,,0.14641488148159715,0.1480809257160186,8.70157165115596e-05
2013-05-06,0.1304834325145546,,,,0.14940491856874416,0.14639228123486117,8.504246033788366e-05
2013-05-07,0.12689252899909756,,,,0.14740431195947631,0.1458171697527783,8.43755833123435e-05
2013-05-08,0.1245877614348612,,,,0.14662816014652566,0.14601119509259114,8.460027417605835e-05
2013-05-09,0.12207615978897726,,,,0.14674822414248637,0.1419790754461612,7.999229311328067e-05
2013-05-10,0.11886428198615133,,,,0.14225435999324887,0.14197503554403137,7.998774094336893e-05
2013-05-13,0.11593365640155043,,,,0.142250069112098,0.14135329016248524,7.928870095142756e-05
2013-05-14,0.11244438239706306,,,,0.14155103383574758,0.11186150934881385,4.965475108648716e-05
2013-05-15,0.11611714801407005,,,,0.1095818625139117,0.10402988628335963,4.2945306508447356e-05
2013-05-16,0.1145009977987552,,,,0.10161771239916763,0.08754454660669012,3.0412887462583083e-05
2013-05-17,0.11251121094869816,,,,0.08431107779984191,0.08346354015588921,2.7643502124419564e-05
2013-05-20,0.11533230745932398,,,,0.08086072550912389,0.08252841949711297,2.7027539780521645e-05
2013-05-21,0.11181906326330489,,,,0.08090423670277382,0.08270175661487156,2.714119264756131e-05
2013-05-22,0.10855647504970735,,,,0.08169184126454118,0.0864316298989061,2.964455018643444e-05
2013-05-23,0.10915856018061723,,,,0.08621498440868389,0.08818704888635487,3.086093488604898e-05
2013-05-24,0.10643084981082644,,,,0.08825772307467247,0.08854569176637758,3.111245845391407e-05
2013-05-28,0.10324107553020163,,,,0.08867810359306888,0.08845750445298967,3.1050516246232885e-05
2013-05-29,0.10275351758484039,,,,0.08858677983458506,0.09208716890527201,3.365097887693688e-05
2013-05-30,0.10279453446167346,,,,0.09254606100358656,0.09231245900367525,3.381583367978264e-05
2013-05-31,0.10068793655570561,,,,0.09279654693852102,0.10205086848474287,4.132690380353287e-05
2013-06-03,0.11264663012257144,,,,0.10342051191870232,0.09926670430975282,3.910269279571388e-05
2013-06-04,0.11128268399745232,,,,0.10024936129272631,0.0961154946452074,3.665947742417814e-05
2013-06-05,0.10950737570206857,,,,0.09673011811352956,0.10846763433832392,4.668741150377915e-05
2013-06-06,0.11949261118595436,,,,0.1101871145998658,0.1116790037919794,4.9492856698289484e-05
2013-06-07,0.12103686857196325,,,,0.11348280762484693,0.11907306509802938,5.626347155491882e-05
2013-06-10,0.12722703313165495,,,,0.12142663028661795,0.11850429199165402,5.572725087477457e-05
2013-06-11,0.12335118516623272,,,,0.12052821228182713,0.12387555749726312,6.0893467243086264e-05
2013-06-12,0.1262069043277556,,,,0.1260426434822498,0.12703207438933978,6.403630128436013e-05
2013-06-13,0.126558556976622,,,,0.1292524949909029,0.1331386322742235,7.034085477718615e-05
2013-06-14,0.13601841981990279,,,,0.1356651041884154,0.1330148825956934,7.021015472994486e-05
2013-06-17,0.1341256011013473,,,,0.135254933845973,0.13539865425971317,7.274918879103707e-05
2013-06-18,0.13343497370701415,,,,0.13755170564153252,0.1339112625011274,7.115962787557875e-05
2013-06-19,0.13294445553115175,,,,0.1356509785805951,0.14190185686855153,7.990530548707493e-05
2013-06-20,0.13978770982589156,,,,0.14413329340202097,0.16416380446339654,0.00010694347101546148
2013-06-21,0.16699454812606737,,,,0.16808799213287925,0.164076195165036,0.00010682935642791658
2013-06-24,0.1623862680641611,,,,0.16731957247147536,0.16840289300560654,0.000112537834812134
2013-06-25,0.16502143921330348,,,,0.17140927745323956,0.17327283936332843,0.00011914078119456277
2013-06-26,0.1642633971189703,,,,0.1759920061760323,0.17594720267825603,0.00012284689734247343
2013-06-27,0.1638018675693222,,,,0.1782283258303866,0.17676034044577854,0.0001239849918829664
2013-06-28,0.16043424536784087,,,,0.1787506884693222,0.17624182227478244,0.0001232586504711746
2013-07-01,0.15636400616675802,,,,0.17781613120746156,0.1711447347280641,0.00011623222311563267
2013-07-02,0.1532933677078754,,,,0.17197983540244394,0.16981825284143673,0.0001144374563417386
2013-07-03,0.14866744432550175,,,,0.1704384167511257,0.16917402789707153,0.00011357084013856799
2013-07-05,0.14414834520090608,,,,0.16970397532298886,0.16570013463764638,0.00010895450245608785
2013-07-08,0.14585216009285062,,,,0.16591126237238105,0.16400718322774083,0.00010673950853292758
2013-07-09,0.14312882693443504,,,,0.16413650407958202,0.15999650623699835,0.00010158286511129306
2013-07-10,0.14154250976246477,,,,0.15979468125707122,0.1599915406854448,0.00010157655988453308
2013-07-11,0.13723782815540964,,,,0.1598769052520013,0.16120498436493405,0.00010312320231785173
2013-07-12,0.14307905252309563,,,,0.16127202706435464,0.15729798617636565,9.818514466325442e-05
2013-07-15,0.13872980255380135,,,,0.1570298531220309,0.15007944871832757,8.938032114125836e-05
2013-07-16,0.13531838510170324,,,,0.14923629655171067,0.14869501833906543,8.77389225351389e-05
2013-07-17,0.1320053370574083,,,,0.14786546910772538,0.14705693902439884,8.581644172708635e-05
2013-07-18,0.12837143064354453,,,,0.14624413868620448,0.14592245547691773,8.449747227148032e-05
2013-07-19,0.1262606881941028,,,,0.1452254813777551,0.13525830671591246,7.259845053831686e-05
2013-07-22,0.12260857328260369,,,,0.13379452010033485,0.09318856452451169,3.446074824658364e-05
2013-07-23,0.1191148397429678,,,,0.08818723742117619,0.09498118373790095,3.579930660417817e-05
2013-07-24,0.11578176468036325,,,,0.09128760153971875,0.0802409524209471,2.5550041450082127e-05
2013-07-25,0.11315902358184185,,,,0.07618593309126967,0.07702034057790075,2.3540209772761202e-05
2013-07-26,0.1101177581272268,,,,0.07397421253676602,0.07310579545980982,2.1208164007188687e-05
2013-07-29,0.10684347595243895,,,,0.07088465491550575,0.0746236264528786,2.2097958829280796e-05
2013-07-30,0.10427856624339663,,,,0.07308942505527116,0.0715655517952503,2.0323921443486716e-05
2013-07-31,0.10110182102767364,,,,0.07029124955263237,0.07062548694631153,1.9793489707950872e-05
2013-08-01,0.09806088378156841,,,,0.06961209830468805,0.07671027606615605,2.335105735772172e-05
2013-08-02,0.10505119710204561,,,,0.07656519823637156,0.07636161076074695,2.3139268245935802e-05
2013-08-05,0.10206472414100502,,,,0.07629292233923825,0.07190415339459409,2.0516695537275064e-05
2013-08-06,0.09911893619525218,,,,0.07156329654176721,0.07564915829213802,2.2709504564718073e-05
2013-08-07,0.09862076933967893,,,,0.07582082276535534,0.0746698156586308,2.2125322898785335e-05
2013-08-08,0.0964458426739201,,,,0.07482679897468435,0.07510133906194486,2.238179019403652e-05
2013-08-09,0.09458338974098356,,,,0.07548927394014923,0.06180462344160192,1.5157982058564319e-05
2013-08-12,0.09238798090693087,,,,0.061159324559536654,0.06208854478584215,1.529756902231558e-05
2013-08-13,0.08969124244139422,,,,0.06182744796751324,0.061570807293117535,1.5043509169548471e-05
2013-08-14,0.08771334673500009,,,,0.06167066359227632,0.06292815702003499,1.571409899181817e-05
2013-08-15,0.0873607468436547,,,,0.06353839322425106,0.07972188708480202,2.52205526998489e-05
2013-08-16,0.10086465538647334,,,,0.08222246574004197,0.07728213001131037,2.3700506424940788e-05
2013-08-19,0.09863557367250504,,,,0.07936815179505978,0.07894530030422028,2.4731589048109214e-05
2013-08-20,0.0988285679320299,,,,0.08104582723432784,0.08109085250478608,2.6094152222035593e-05
2013-08-21,0.09769702176866878,,,,0.08318981324534282,0.08292292653840459,2.7286554546403348e-05
2013-08-22,0.09772083544995283,,,,0.08489674662963038,0.0898116085006278,3.200843262488111e-05
2013-08-23,0.10110041247430021,,,,0.09236956865427083,0.0902806223675727,3.234361418681058e-05
2013-08-26,0.0988909180296515,,,,0.0926444357955857,0.09065545145824407,3.26127415837224e-05
2013-08-27,0.09696789301529131,,,,0.09283069398116633,0.1049560250355901,4.3713361870124665e-05
2013-08-28,0.11319971923027772,,,,0.10821905682028585,0.10630788552500203,4.4846692558718e-05
2013-08-29,0.11061329413121228,,,,0.1092556108770541,0.10656309741893363,4.506227671236961e-05
2013-08-30,0.1074205122729515,,,,0.10918343456936289,0.09596604347167025,3.654556150637501e-05
2013-09-03,0.10487618742359354,,,,0.09728717895931084,0.09780854318243537,3.796234571218382e-05
2013-09-04,0.10318364372574942,,,,0.09916713687214226,0.10389427976827817,4.2833418129243063e-05
2013-09-05,0.10504527177319,,,,0.10587727726404617,0.10306254103172069,4.215034668220281e-05
2013-09-06,0.10196402706191002,,,,0.1049468135027653,0.10287963843168071,4.200087303108474e-05
2013-09-09,0.09887558471071231,,,,0.10475060806052529,0.10803396862632622,4.631483482997634e-05
2013-09-10,0.10277683109386321,,,,0.11019225495678722,0.11111129838832637,4.899095487912577e-05
2013-09-11,0.10368508240691968,,,,0.11330667727627765,0.11159813678508657,4.942120688056702e-05
2013-09-12,0.10126213408928275,,,,0.11361967196475246,0.11147255105780728,4.931003825133115e-05
