,returns,weight,pnl,equity,var_1d,abs_return
2018-01-02,0.007131582343106402,2.0,0.014263164686212804,2.231852426382863,0.008601860214030633,0.014263164686212804
2018-01-03,0.006305555843676203,2.0,0.012611111687352405,2.259998566601666,0.008988192555987769,0.012611111687352405
2018-01-04,0.004206020164763125,2.0,0.00841204032952625,2.2790097656885906,0.008623475206241956,0.00841204032952625
2018-01-05,0.006641516600930153,2.0,0.013283033201860306,2.309281928073596,0.008947362965035304,0.013283033201860306
2018-01-08,0.0018273179347731983,2.0,0.0036546358695463965,2.317721512640829,0.00898142085812129,0.0036546358695463965
2018-01-09,0.002260612725007327,2.0,0.004521225450014654,2.3282004541298273,0.008871751706830694,0.004521225450014654
2018-01-10,-0.0015307080132682671,2.0,-0.0030614160265365342,2.3210728639465645,0.008815487488798061,0.0030614160265365342
2018-01-11,0.007269454630040251,2.0,0.014538909260080501,2.354818731701519,0.0087957222960238,0.014538909260080501
2018-01-12,0.006498148791486358,2.0,0.012996297582972716,2.38542265669267,0.008795087466271308,0.012996297582972716
2018-01-16,-0.0034243907168134413,2.0,-0.006848781433626883,2.3690854182901604,0.00927765718446044,0.006848781433626883
2018-01-17,0.009486395571765449,2.0,0.018972791143530898,2.414033581132564,0.009588539162755545,0.018972791143530898
2018-01-18,-0.0016822776155533958,2.0,-0.0033645552311067917,2.405911431819097,0.009978659091372102,0.0033645552311067917
2018-01-19,0.004539380050045949,2.0,0.009078760100091898,2.4277541245306513,0.010093764010506875,0.009078760100091898
2018-01-22,0.008097815017685583,2.0,0.016195630035371167,2.4670731321483963,0.009795905155502514,0.016195630035371167
2018-01-23,0.0021205524566205725,2.0,0.004241104913241145,2.477536248130476,0.00959796176438078,0.004241104913241145
2018-01-24,-0.0003883651482983197,2.0,-0.0007767302965966394,2.4756118706656367,0.009488595440611486,0.0007767302965966394
2018-01-25,0.00042336874902204613,2.0,0.0008467374980440923,2.4777080640671323,0.009330287400456924,0.0008467374980440923
2018-01-26,0.011511702782515343,2.0,0.023023405565030686,2.534753341697897,0.009501170103625726,0.023023405565030686
2018-01-29,-0.006652239150776396,2.0,-0.013304478301552791,2.501029770863489,0.009449885300674402,0.013304478301552791
2018-01-30,-0.010310034797374357,2.0,-0.020620069594748713,2.4494583629297453,0.010298804410849106,0.020620069594748713
2018-01-31,0.0004966576592444483,1.9059687289562208,0.0009466139675165129,2.451777054428945,0.011551307331702393,0.0009466139675165129
2018-02-01,-0.001135650536663313,1.6183849996762112,-0.0018379197934101448,2.447270884851581,0.013603951196527582,0.0018379197934101448
2018-02-02,-0.022010284906992972,1.6824869707392132,-0.03703201757827363,2.35664350642496,0.013085646983117143,0.03703201757827363
2018-02-05,-0.04272220187352094,1.7096125732265641,-0.07303841347889486,2.184518003580341,0.012878023300469601,0.07303841347889486
2018-02-06,0.01951053333045838,1.2118672251021643,0.023644175887445884,2.236169131486287,0.01816736198219358,0.023644175887445884
2018-02-07,-0.005439880470742509,0.7355541831532568,-0.00400132683610836,2.227221487930394,0.029931759015229802,0.00400132683610836
2018-02-08,-0.03823058477908248,0.7009492512801784,-0.026797699776901246,2.167537075160172,0.03140945013148639,0.026797699776901246
2018-02-09,0.014910141184777181,0.7108381040192999,0.01059869649044709,2.190510142751586,0.030972496308652748,0.01059869649044709
2018-02-12,0.014577608666490605,0.6026339803615037,0.008784962334839585,2.2097536918497425,0.03653366930882396,0.008784962334839585
2018-02-13,0.0024841899345302565,0.5899650367129393,0.001465585205927057,2.21299227416926,0.037318195456894625,0.001465585205927057
2018-02-14,0.01340640779022717,0.5818352421884215,0.007800320523503567,2.2302543232238174,0.03783963045960988,0.007800320523503567
2018-02-15,0.012679074483474828,0.5889391424408833,0.007467203253241751,2.2469080855617505,0.037383201363623844,0.007467203253241751
2018-02-16,0.0002931172975522145,0.5782656528494448,0.00016949966543049628,2.247288935730506,0.03807321158415682,0.00016949966543049628
2018-02-20,-0.006280950349593084,0.5751197563764628,-0.003612298634870634,2.239171056975807,0.03828147148256881,0.003612298634870634
2018-02-21,-0.004986399387785667,0.576302096635756,-0.0028736724218441302,2.232736412861584,0.03820293329021614,0.0028736724218441302
2018-02-22,0.0012948390614271332,0.5778540842625461,0.0007482280401083508,2.234407008851858,0.038100328703023226,0.0007482280401083508
2018-02-23,0.015814046019892558,0.5844667564129545,0.009242784183011797,2.2550591506116846,0.037669260588761,0.009242784183011797
2018-02-26,0.011545192654664582,0.585450250339198,0.006759135929887649,2.270301401940606,0.03760598025200538,0.006759135929887649
2018-02-27,-0.012564835337724567,0.5672443657702843,-0.007127332052155627,2.254120209990501,0.03881295589933357,0.007127332052155627
2018-02-28,-0.01018234954901498,0.5591452481711899,-0.005693412365549785,2.2412865741135053,0.03937515453238164,0.005693412365549785
2018-03-01,-0.01464732698715121,0.5628243993663676,-0.008243873013866167,2.2228096922088305,0.03911776137916865,0.008243873013866167
2018-03-02,0.005141723632733353,0.5615020917176304,0.0028870885748137507,2.229227140675192,0.03920988163274584,0.0028870885748137507
2018-03-05,0.011492019151781108,0.5578492672498326,0.006410814463042134,2.2435183022700382,0.03946662986818522,0.006410814463042134
2018-03-06,0.0025317245435934055,0.5561006684168007,0.0014078937109395125,2.2466769375781817,0.03959072844754439,0.0014078937109395125
2018-03-07,-0.0003667665339586179,0.5473717547286818,-0.00020075764126868535,2.2462259000155007,0.04022208008102366,0.00020075764126868535
2018-03-08,0.004827648948876551,0.5717258258385803,0.0027600915821552,2.252425689213753,0.038508721414665555,0.0027600915821552
2018-03-09,0.017252419599169677,0.7240432886234743,0.012491498623294897,2.2805618616096406,0.030407616365927995,0.012491498623294897
2018-03-12,-0.0012558600852665691,0.7581832083913921,-0.0009521720287380946,2.278390374395209,0.0290384043185273,0.0009521720287380946
2018-03-13,-0.0064838567642739875,0.7262715522754121,-0.004709040716920699,2.2676613413531417,0.03031432318092304,0.004709040716920699
2018-03-14,-0.005144424747823173,1.0424143367252898,-0.00536262211133526,2.255500730502981,0.02112061373019041,0.00536262211133526
2018-03-15,-0.0010905182831448812,1.033637742347941,-0.0011272008561790277,2.2529583281484453,0.021299948377249134,0.0011272008561790277
2018-03-16,0.0010837802285745823,1.0535514459360429,0.0011418182268916463,2.2555307970319527,0.020897347384139054,0.0011418182268916463
2018-03-19,-0.013622552169372248,1.0386850567604045,-0.014149541373265984,2.2236160707006736,0.021196444879505047,0.014149541373265984
2018-03-20,0.0016992211215258735,1.0778002012308816,0.0018314208667163507,2.2276884475721204,0.02042719098367585,0.0018314208667163507
2018-03-21,-0.001921077230650603,1.0574443756185912,-0.002031432312680419,2.2231630492771375,0.02082041482315149,0.002031432312680419
2018-03-22,-0.025314847941863228,1.0532725815492006,-0.026663435243251748,2.1638858852775464,0.020902880164605377,0.026663435243251748
2018-03-23,-0.021545202404076313,1.064034264202684,-0.02292483358711924,2.1142791614560426,0.02069146764675395,0.02292483358711924
2018-03-26,0.026991548803945165,0.8904881448606202,0.024035654221340023,2.1650972443081846,0.024724001863307806,0.024035654221340023
2018-03-27,-0.017158155693623556,0.815704794557047,-0.013995989865045029,2.13479456522001,0.026990684252068284,0.013995989865045029
2018-03-28,-0.002959196629472416,0.7415838538971442,-0.002194492440923594,2.13010977468371,0.029688389838974445,0.002194492440923594
2018-03-29,0.01269683495014906,0.742432436618776,0.009426542109385603,2.1501893441723796,0.029654456711314833,0.009426542109385603
2018-04-02,-0.021821330482124424,0.7615019434862453,-0.016616985571593395,2.1144596788640735,0.02891185077216439,0.016616985571593395
2018-04-03,0.012735799881748555,0.7451455567079772,0.009490024693006917,2.134525953428861,0.029546483038904746,0.009490024693006917
2018-04-04,0.010642262190833307,0.7173560480227658,0.007634291147238282,2.1508215460186735,0.030691078180034775,0.007634291147238282
2018-04-05,0.007860817706836443,0.7003002788082087,0.005504932831758064,2.1626616741626044,0.03143855745746051,0.005504932831758064
2018-04-06,-0.022537794886906326,0.7036423014683706,-0.015858545864244844,2.1283650048140523,0.031289236742650765,0.015858545864244844
