,EWMA(0.94),GARCH11_h1,EGARCH11_h1,GJR11_h1,HAR_RV_h1
2010-07-07,-0.0006028738990911386,,,,
2010-07-08,-0.024314264358685472,,,,
2010-07-09,-0.019313273240225137,,,,
2010-07-12,-0.03661703216987344,,,,
2010-07-13,-0.023169182935523835,,,,
2010-07-14,-0.023324449289337273,,,,
2010-07-15,-0.031934497597737976,,,,
2010-07-16,-0.0037399124032020115,,,,
2010-07-19,-0.02132624229393773,,,,
2010-07-20,-0.010745765516795153,,,,
2010-07-21,-0.003976718695394399,,,,
2010-07-22,0.005159801361939831,,,,
2010-07-23,-0.002129824955980658,,,,
2010-07-26,-0.0035504503030158174,,,,
2010-07-27,-1.899658147772043e-05,,,,
2010-07-28,0.008165018111674693,,,,
2010-07-29,-0.017550601122603454,,,,
2010-07-30,-0.016356627143747388,,,,
2010-08-02,-0.0012190736685419312,,,,
2010-08-03,-0.013346986606749683,,,,
2010-08-04,-0.007506806134330413,,,,
2010-08-05,-0.02627406157135362,,,,
2010-08-06,-0.020267460690311073,,,,
2010-08-09,-0.01539725183730098,,,,
2010-08-10,-0.008703920601759868,,,,
2010-08-11,0.016278197957123236,,,,
2010-08-12,-0.006848472743048922,,,,
2010-08-13,-0.0016708515098020071,,,,
2010-08-16,-0.02157048643231843,,,,
2010-08-17,-0.011871900905713967,,,,
