,EWMA(0.94),GARCH11_h1,EGARCH11_h1,GJR11_h1,HAR_RV_h1
2014-08-18,0.009378555156117671,,,,-0.002754673007689959
2014-08-19,0.008349448671033474,,,,0.0006410659220219966
2014-08-20,0.008731820945399704,,,,-0.0014383536448040607
2014-08-21,0.011424220901232449,,,,-0.0006156329529131699
2014-08-22,0.013898916185977064,,,,-0.0007355251360441073
2014-08-25,0.016408138052452226,,,,-0.0010886667846860126
2014-08-26,0.01710572728306327,,,,-0.0007975221375315089
2014-08-27,0.018489006585518122,,,,-0.002132856840970754
2014-08-28,0.021274459824835584,,,,-0.0004912168675786643
2014-08-29,-0.006677414392559339,,,,-0.031113162064725253
2014-09-02,-0.006422005363191721,,,,0.0005564568195560865
2014-09-03,-0.00595723986629508,,,,-0.00034548035519067766
2014-09-04,-0.014913767830597426,,,,-0.010112258707186884
2014-09-05,-0.012511531527301625,,,,0.0018813991424841622
2014-09-08,-0.015972474506339984,,,,-0.002937617137487719
2014-09-09,-0.01702193862835935,,,,-0.0018826629494382505
2014-09-10,-0.018605274726478334,,,,0.0009734664720282074
2014-09-11,-0.018730345796041922,,,,-0.0007741180617880997
2014-09-12,-0.014110303885433266,,,,0.002574914767074374
2014-09-15,-0.016800393128078774,,,,-0.001636375980094515
2014-09-16,-0.010187287339843032,,,,0.004074526915751386
2014-09-17,-0.019750547092715377,,,,-0.006680112949428003
2014-09-18,-0.01753488728288729,,,,-0.0002177195941642715
2014-09-19,-0.01838313469264142,,,,-0.0005570766580163117
2014-09-22,-0.009777918789520765,,,,0.005882298317896946
2014-09-23,-0.010785386817194278,,,,0.0018254272802041838
2014-09-24,-0.00846777444616692,,,,0.0017484348350834816
2014-09-25,0.008242795014896845,,,,0.018523916107747576
2014-09-26,-0.006812116399121132,,,,0.001500327929630535
2014-09-29,-0.00836588164784717,,,,-0.0032071746528414963
2014-09-30,-0.005979410550942421,,,,-0.003305808830382756
2014-10-01,0.006766704031025569,,,,0.007941139387498936
2014-10-02,-0.004164738323673617,,,,-0.0026904580967511693
2014-10-03,0.007395733747677505,,,,0.005795431253591235
2014-10-06,0.0004168124529583539,,,,-0.004566608606637754
2014-10-07,0.014714998403245222,,,,0.008596743781220828
2014-10-08,0.016576910306622852,,,,0.011959444330461685
2014-10-09,0.016975451107692996,,,,0.010932607407480671
2014-10-10,0.0029824053007632134,,,,-0.0011685758077643604
2014-10-13,0.008470670831466576,,,,0.0034205813799841056
2014-10-14,0.00036783432069306676,,,,-0.0032721677541602823
2014-10-15,0.0015503751004683486,,,,-0.006614711368553322
2014-10-16,0.0034657174462116025,,,,-0.0026067878976715753
2014-10-17,0.014028563458075766,,,,0.004260882349237799
2014-10-20,0.0173284756272111,,,,0.003805434950551745
2014-10-21,0.03245921258673584,,,,0.012993792383380304
2014-10-22,0.019111600268299278,,,,-0.00271080146433203
2014-10-23,0.024576416524351663,,,,0.000180896600659064
2014-10-24,0.01723197375024188,,,,-0.00824507385899223
2014-10-27,0.017270253954807913,,,,-0.0032138475888562057
2014-10-28,0.02661637159825797,,,,0.00407970748229336
2014-10-29,0.02496012988620641,,,,-0.0009027218505456847
2014-10-30,0.023627408423781054,,,,-0.006642113559613555
2014-10-31,0.029655080963373576,,,,0.0034283636833565556
2014-11-03,0.02470990751740318,,,,-0.0032494048259323893
2014-11-04,0.029954829538614475,,,,0.0008484039892995843
2014-11-05,0.023918879775451873,,,,-0.00970719393581776
2014-11-06,0.01725450025083919,,,,-0.00782706109749759
2014-11-07,0.0003173176369752617,,,,-0.01854967547866293
2014-11-10,-0.0051260418399357854,,,,-0.006251940654046356
2014-11-11,-0.02274651342446389,,,,-0.01759375611382981
2014-11-12,-0.01764768381688972,,,,0.005807672361821489
2014-11-13,-0.020335349785900278,,,,-0.003171276151721983
2014-11-14,-0.017266756905952862,,,,0.002312247317940788
2014-11-17,-0.01645498705710005,,,,-0.0006099328879367316
2014-11-18,-0.014888158553859526,,,,-4.8567423505105345e-05
2014-11-19,-0.031161126433570163,,,,-0.015639730554904405
2014-11-20,-0.036059043739239266,,,,-0.005021435421445911
2014-11-21,-0.03918433129167691,,,,-0.0029497667288270885
2014-11-24,-0.04045920233296699,,,,0.000687641363796912
2014-11-25,-0.03832835011488167,,,,0.0020241668086817335
2014-11-26,-0.043940480821870465,,,,-0.006973171213036117
2014-11-28,-0.04089374241399193,,,,0.002552239237036097
2014-12-01,-0.032243093338797706,,,,0.007472238950744961
2014-12-02,-0.04148522279387845,,,,-0.007752455686423208
2014-12-03,-0.04128406187116782,,,,0.0015620151753062486
2014-12-04,-0.04171460855077598,,,,-0.0017045799272255163
2014-12-05,-0.04192631464011816,,,,-0.002581733512349263
2014-12-08,-0.03313558911336596,,,,0.006615187238279391
2014-12-09,-0.03409246430489401,,,,-0.0004229426463709385
2014-12-10,-0.007021831863051803,,,,0.023550763434924363
2014-12-11,-0.023268816360016528,,,,-0.0012487660027943326
2014-12-12,-0.004329009072815249,,,,0.014631808684193753
2014-12-15,-0.01747943828632119,,,,-0.0021281006733034485
2014-12-16,-0.01428652326507833,,,,-0.0008411856874162155
2014-12-17,0.007838609449908648,,,,0.019825402502833447
2014-12-18,0.014645884818419191,,,,0.021121389428125692
2014-12-19,-0.011048216754210749,,,,-0.005772162882452331
2014-12-22,-0.006316509688589295,,,,-0.004515441506589918
2014-12-23,-0.0033728080231015256,,,,-0.004951516617218821
2014-12-24,0.0010620756606146975,,,,-0.0031072963335033454
2014-12-26,0.005922817012477571,,,,-0.0019582986356564414
2014-12-29,0.009699923353790135,,,,-0.0022111689826014858
2014-12-30,0.015073068176197052,,,,-0.0007722838538237187
2014-12-31,0.01981121848703052,,,,0.0002939548833768846
2015-01-02,0.01671268310578189,,,,-0.003506443406528642
2015-01-05,0.03226607141104679,,,,0.009923359169775658
2015-01-06,0.020627887717388188,,,,0.00012651404602723182
2015-01-07,0.027034920530800366,,,,0.004448236421608909
2015-01-08,0.033733253256984785,,,,0.007811702498723233
2015-01-09,0.025271695506088293,,,,-0.0005267956888986569
2015-01-12,0.020277207766245087,,,,-0.008884093009160904
2015-01-13,0.021505593187930383,,,,-0.0014253501028052007
2015-01-14,0.017683889162592892,,,,-0.008554134426284776
2015-01-15,0.021900338534372038,,,,0.002128192730879941
2015-01-16,0.024977733066362112,,,,0.003279087368078082
2015-01-20,0.008050258845415104,,,,-0.012894492563968685
2015-01-21,-0.01166347195320816,,,,-0.022869926039591926
2015-01-22,0.0007328218710807854,,,,0.012524603688392422
2015-01-23,-0.005858641666839415,,,,0.0019182325412571144
2015-01-26,-0.002517940406391417,,,,0.0015262884148975753
2015-01-27,0.008188223057789518,,,,0.007188068779767215
2015-01-28,0.007782063160800073,,,,0.004168077712437102
2015-01-29,0.008308707799138199,,,,0.004110280092613494
2015-01-30,0.012845272554145803,,,,0.00363980865160779
2015-02-02,0.013855310060448184,,,,0.003738513475153249
2015-02-03,0.019238403594067338,,,,0.007433305564648995
2015-02-04,0.0025528025205734384,,,,-0.01270381200016582
2015-02-05,0.005808421627419208,,,,-0.0004307506624480484
2015-02-06,0.001552574180242322,,,,-0.0034763673158511033
2015-02-09,-0.005207802086090785,,,,-0.01005360531770727
2015-02-10,0.0002770852285360059,,,,0.003830909607485139
2015-02-11,-0.003885591286266865,,,,-0.0018221842317348302
2015-02-12,0.0029257363804242043,,,,0.0034338468896949748
2015-02-13,0.0003131486241771675,,,,-0.001708632567473778
2015-02-17,-0.0017581455934451429,,,,-0.005052071118832185
2015-02-18,-0.0024472194956996485,,,,-0.0038408263760225936
2015-02-19,0.0021435482133921047,,,,0.0016820329279516322
2015-02-20,0.006581618125623939,,,,0.0013864916630139945
2015-02-23,0.0004454448787140075,,,,-0.007311138517006988
2015-02-24,0.002228112970240531,,,,-0.0008561266041536841
2015-02-25,0.005811238607102989,,,,0.0015005960711091948
2015-02-26,-0.001534552865244676,,,,-0.010014977290181859
2015-02-27,-0.009058135121399899,,,,-0.009208602667038768
2015-03-02,-0.008179569422022234,,,,0.000580366238075114
2015-03-03,-0.019296248469506075,,,,-0.009786382785781061
2015-03-04,-0.02100486837123082,,,,-0.0013070866898210048
2015-03-05,-0.03127097719267728,,,,-0.010144537718480062
2015-03-06,-0.01256100824326653,,,,0.018222496894304538
2015-03-09,-0.0287123890415565,,,,-0.004898669473855727
2015-03-10,-0.008860759543542679,,,,0.018082888056929924
2015-03-11,-0.02338929048404996,,,,-0.0022050230616834365
2015-03-12,-0.017025378326516183,,,,0.001784555919339792
2015-03-13,-0.02084818646865616,,,,0.0012312395611936283
2015-03-16,-0.014297804308179896,,,,0.0039695675863977015
2015-03-17,-0.02139446134303949,,,,-0.0016708294415146152
2015-03-18,-0.010048312995114383,,,,0.0069202893388199405
2015-03-19,-0.013271338564734322,,,,-0.00041087757120820967
2015-03-20,-0.006534507606410611,,,,0.0024861536619604496
2015-03-23,-0.008531813752645043,,,,-0.003014540278704639
2015-03-24,-0.003231135321603157,,,,0.00035811877690369864
2015-03-25,0.0076846086031921446,,,,0.007825558098234708
2015-03-26,-0.0011748406308761394,,,,-0.001792115834585023
2015-03-27,0.003178592737463015,,,,-0.001044796671517273
2015-03-30,0.014041705835715373,,,,0.0056933876659013005
2015-03-31,0.010006085957068894,,,,-0.0011793472087788526
2015-04-01,0.009454828237942497,,,,-0.0017360861615003387
2015-04-02,0.013136637776514692,,,,-0.0009898628418077426
2015-04-06,0.01849058004535964,,,,0.0010354501562108709
2015-04-07,0.011054184024174823,,,,-0.009643698652957139
2015-04-08,0.01418501580772985,,,,-0.0003560163602092381
2015-04-09,0.003873206912989466,,,,-0.013425014992615794
2015-04-10,0.006430586745692815,,,,0.0013211664626734398
2015-04-13,0.0026849205966344297,,,,-0.004594823374532486
2015-04-14,0.00221083091198275,,,,-0.0017330645564228447
2015-04-15,-0.0026029574860166466,,,,-0.0072366137576614226
2015-04-16,-0.0014108664387157688,,,,0.000398009131028651
2015-04-17,0.0018995971717139237,,,,0.0009177054564729614
2015-04-20,-0.0007966067389743176,,,,0.004195450704610054
2015-04-21,-0.007443140580294813,,,,-0.004411804795727892
2015-04-22,-0.002877255345188595,,,,0.001464850912308427
2015-04-23,-0.0030584918105797804,,,,-0.001763916238192706
2015-04-24,-0.01606159080847648,,,,-0.015614808583456832
2015-04-27,-0.012104532066124857,,,,0.002836357570100395
2015-04-28,-0.010112288151669577,,,,0.0012753111171419362
2015-04-29,-0.01508317646582194,,,,-0.006558972753473946
2015-04-30,-0.011504435357121312,,,,0.0029250576693154173
2015-05-01,-0.010639014984865733,,,,0.006057487312936052
2015-05-04,-0.016303165137043538,,,,-0.0006490465588776112
2015-05-05,-0.006140760827183178,,,,0.00699794025269751
2015-05-06,-0.011742074611804654,,,,-0.0006156189482366126
2015-05-07,-0.009289651102123875,,,,-0.000873035413813783
2015-05-08,0.0016670655832625308,,,,0.007818357238700571
2015-05-11,-0.006898996437921676,,,,-0.0016578060508273124
2015-05-12,-0.005643465374812681,,,,-0.0021068293308502406
2015-05-13,-0.0029970499582086807,,,,-0.0013445537394874835
2015-05-14,0.0052127222311372096,,,,0.003855117677957126
2015-05-15,0.0008870345718423739,,,,-0.001328049072236867
2015-05-18,-0.004473708509865143,,,,-0.009899273828940805
2015-05-19,-0.005912998001172648,,,,-0.004346208832483767
2015-05-20,-0.002817498978227667,,,,-0.00011149911815741542
2015-05-21,-0.0005623231758716957,,,,-0.000986647621920106
2015-05-22,0.0020827834347303814,,,,-6.062043303727005e-05
2015-05-26,0.011595191118484213,,,,0.006365274497833154
2015-05-27,0.009280169404384003,,,,0.002587740978107156
2015-05-28,0.0053060291913392815,,,,-0.0020140418158934165
2015-05-29,0.009676266094392344,,,,-0.00010519393439961666
2015-06-01,0.003516165629041265,,,,-0.007559981946261826
2015-06-02,-0.00028346071872899226,,,,-0.006942463835771573
2015-06-03,0.0025632083852521054,,,,0.000185972935176984
2015-06-04,0.0008189264839267435,,,,-0.004039555547127219
2015-06-05,-0.0032576720711280233,,,,-0.0008482495942980506
2015-06-08,0.0011307647245806518,,,,0.0016763520657429032
2015-06-09,-0.012182463440223154,,,,-0.013461658012201907
2015-06-10,0.00017294818815416502,,,,0.010252797868382083
2015-06-11,-0.008631431604084208,,,,-0.0006391494007768755
2015-06-12,-0.0022111992675394876,,,,0.0035839917207856065
2015-06-15,-0.01071885549348671,,,,-0.007929194042506235
2015-06-16,-0.0067822548438841584,,,,0.00193269425138759
2015-06-17,-0.00675786397612968,,,,-0.0011703193660880795
2015-06-18,0.003608712783290946,,,,0.0070756033008554375
2015-06-19,-0.0008495704026296458,,,,-0.00015660589784106949
2015-06-22,0.0018164688543137603,,,,-0.0002184361253397965
2015-06-23,0.002442037464387814,,,,-0.001602707769274514
2015-06-24,0.0011964472114056324,,,,-0.005243391894836608
2015-06-25,-0.0058616357812931175,,,,-0.006122031122889754
2015-06-26,-0.0037370268171931093,,,,-4.473748941070943e-05
2015-06-29,0.02317171039262915,,,,0.023850701177863906
2015-06-30,-0.006643506015024489,,,,-0.0027125359141128985
2015-07-01,0.0009926757661583296,,,,0.0018000803059440018
2015-07-02,-0.00021726473601860197,,,,-0.003088467646917878
2015-07-06,0.00026143739205698735,,,,-0.0048913043042541765
2015-07-07,0.005479443138243473,,,,0.0013091772619019115
2015-07-08,0.0184098796597105,,,,0.011108723054759087
2015-07-09,0.0034775615811901417,,,,-0.001936057602072827
2015-07-10,0.007841378946930141,,,,-0.001236914886064755
2015-07-13,0.007459204367505551,,,,0.003770574353509054
2015-07-14,0.0022287267024748147,,,,-0.0038828795689609674
2015-07-15,0.004071519531694795,,,,-0.0023082629190703807
2015-07-16,0.009446052021092388,,,,0.000462471599247255
2015-07-17,0.009260156241876025,,,,-0.0010492964550204154
2015-07-20,0.008294964842611025,,,,-0.00557144907920773
2015-07-21,0.011748890520365887,,,,-0.0005752371052736849
2015-07-22,0.013190388512579282,,,,-0.0014638960785548771
2015-07-23,0.017835026280745764,,,,0.001085465364857513
2015-07-24,0.021552798508621587,,,,0.0020505488604930233
2015-07-27,0.018488476363269307,,,,0.00025193498278194837
2015-07-28,0.027017041964979685,,,,0.006604048232798199
2015-07-29,-0.00044233693412852604,,,,-0.02235567349610508
2015-07-30,0.0001737330408812382,,,,0.0010076211654599099
2015-07-31,0.0014323133837191582,,,,-0.0015403661746931224
2015-08-03,0.0055223808923175605,,,,0.0015425766823237153
2015-08-04,0.007851765352666476,,,,0.00014433805209010386
2015-08-05,0.009541256668551254,,,,-0.0013381480855493982
2015-08-06,-0.0013166490484208954,,,,-0.013177500883726476
2015-08-07,-0.002722235401603698,,,,0.0016913736619454112
2015-08-10,0.00023302566832214544,,,,0.0009617306148543975
2015-08-11,-0.009718456120763885,,,,-0.0011780614831911201
2015-08-12,-0.013191745629851731,,,,-0.0007317074431248405
2015-08-13,-0.00980454544214776,,,,0.0003001463092437151
2015-08-14,-0.010131587747476994,,,,-0.003411993657004689
2015-08-17,-0.0055637709383612455,,,,0.0026556089312248093
2015-08-18,-0.004388200554700211,,,,0.0002645677743308289
2015-08-19,0.0007582935354081832,,,,0.0024642209094327405
2015-08-20,0.02113630976614908,,,,0.021581415824910438
2015-08-21,0.02992309822410405,,,,0.032598096515943364
2015-08-24,0.03769406049655197,,,,0.04580859806543641
2015-08-25,-0.024841300256486704,,,,-0.008608740825306521
2015-08-26,0.018017428356953136,,,,0.03281063599339587
2015-08-27,-0.0020989449151193607,,,,0.006419914441410934
2015-08-28,-0.010610911987309846,,,,-0.008153517333110871
2015-08-31,-0.0015157796767228948,,,,-0.004512801076582251
